video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=aeBLboArW8c&pp=ygUHYWkgYmlhcw%3D%3D,/@NIST,National Institute of Standards and Technology,Bias in AI,7.7K,4 years,"NIST contributes to the research, standards, and data required to realize the full promise of artificial intelligence (AI) as an enabler ...",2026-01-22 03:27:48.916331
/watch?v=U9TcyhdYYcs&pp=ygUHYWkgYmlhcw%3D%3D,/@VLACSNH,VLACS,How to Identify Bias in Artificial Intelligence (AI),399,1 year,"Welcome to VLACS! In this video, we explore the critical issue of bias in artificial intelligence (AI). Learn what AI bias is, how it ...",2026-01-22 03:27:48.917675
/watch?v=FD-4yC95iZY&pp=ygUHYWkgYmlhcw%3D%3D,/@uclaitlp,"UCLA Institute for Technology, Law & Policy ",AI & Bias - When Algorithms Don't Work,16K,3 years,"Demystifying AI is a series of short videos explaining algorithms and AI, answering questions including ""what is an algorithm?",2026-01-22 03:27:48.919567
/watch?v=DnZ9Jc13hNg&pp=ygUHYWkgYmlhc9IHCQmHCgGHKiGM7w%3D%3D,/@Forbes,Forbes,How Experts Are Approaching Bias In AI,2.2K,1 year,This conversation between artificial intelligence industry experts about bias in AI and how to best govern AI to unlock its potential.,2026-01-22 03:27:48.921935
/watch?v=VwAlOUE4K7M&pp=ygUHYWkgYmlhcw%3D%3D,/@MichiganVirtual,Michigan Virtual,AI Literacy: What is Algorithmic Bias?,807,1 year,Our AI Literacy video series is designed to help students build a foundation in artificial intelligence—from understanding AI basics ...,2026-01-22 03:27:48.923257
/watch?v=jF_aZjZ2rcI&pp=ygUHYWkgYmlhcw%3D%3D,/@aljazeeraenglish,Al Jazeera English,Does AI perpetuate human bias?  | Digital Dilemma,8.2K,2 years,AI bias is not new. Rather it is a problem that is escalating as newer AI technologies are being deployed in various parts of our ...,2026-01-22 03:27:48.925272
/shorts/qk2GgwVBD9E,/@iamkylebalmer,Kyle Balmer | AI with Kyle,Politic biases of AI models - you’ll never guess the most left wing AI #chatgpt #ai #grok,25K,2 years,Here we can see the political leanings and biases of the main AI models on the left hand side we have economic left on the right ...,2026-01-22 03:27:48.926701
/watch?v=dAE7OFm9oek&pp=ygUHYWkgYmlhcw%3D%3D,/@IBMTechnology,IBM Technology,Can You Trust an AI to Judge Fairly? Exploring LLM Biases,4.2K,3 months,Ready to become a certified watsonx AI Assistant Engineer? Register now and use code IBMTechYT20 for 20% off of your exam ...,2026-01-22 03:27:48.928305
/watch?v=RyanJ2h-9-g&pp=ygUHYWkgYmlhc9IHCQmHCgGHKiGM7w%3D%3D,/@Qznews,Quartz,Computing human bias with AI technology,23K,7 years,"Humans are biased, and our machines are learning from us — ergo our artificial intelligence and computer programming ...",2026-01-22 03:27:48.930274
/watch?v=f7oro8hgNZg&pp=ygUHYWkgYmlhcw%3D%3D,/@TEDx,TEDx Talks,Reducing algorithmic bias in AI | Kumba Sennaar | TEDxBrandeisU,3.2K,1 year,"The rapid proliferation of artificial intelligence (AI) applications can help us perform tasks faster, with greater accuracy and at ...",2026-01-22 03:27:48.932269
/watch?v=V5AatW8jHVM&pp=ygUHYWkgYmlhcw%3D%3D,/@drkayotu,Dr. Robin Kay,Bias in Generative AI - Risks and Possible Solutions,334,5 months,"This video offers an overview of bias in Generative AI (GenAI), exploring its origins and potential impact. It identifies numerous ...",2026-01-22 03:27:48.933567
/shorts/vnmC_yxRMrE,/@BenShapiro,Ben Shapiro,Ben's take on AI Bias,109K,3 months,benshapiro #qanda #aireaction #politics.,2026-01-22 03:27:48.936515
/watch?v=uirhantKzVg&pp=ygUHYWkgYmlhcw%3D%3D,/@IBM,IBM,Avoiding AI Bias: Generative AI's Impact on Enterprises & Governance,1.3K,10 months,Want to learn more about AI governance for the enterprise? Read the ebook here → https://ibm.biz/BdGQNe Learn more about AI ...,2026-01-22 03:27:48.938030
/watch?v=Xfbc06hDWZI&pp=ygUHYWkgYmlhcw%3D%3D,/@LevityAI,Levity,What is AI Bias?,15K,3 years,"If you are familiar with the no-code automation space, you probably know it is filled with buzzwords whose meaning it is key to ...",2026-01-22 03:27:48.940523
/watch?v=3StkjrQ8n5Y&pp=ygUHYWkgYmlhcw%3D%3D,/@TEDx,TEDx Talks,Data Bias is the Waterloo of Health AI | Leo Anthony Celi | TEDxBoston,2.2K,2 years,"The application of artificial intelligence in healthcare requires a team science approach. A diverse set of expertise, perspectives ...",2026-01-22 03:27:57.604363
/watch?v=P8Znv5kV_bs&pp=ygUHYWkgYmlhcw%3D%3D,/@bernardmarr,Bernard Marr,Unveiling AI Bias: Real-World Examples,22K,1 year,"Unveil real-world examples of AI bias! From recruitment and law enforcement to credit and healthcare, understand how biases in ...",2026-01-22 03:27:57.605584
/watch?v=eV_tx4ngVT0&pp=ygUHYWkgYmlhcw%3D%3D,/@tedinstitute,TED Institute,Can we protect AI from our biases? | Robin Hauser | TED Institute,27K,7 years,"As humans we're inherently biased. Sometimes it's explicit and other times it's unconscious, but as we move forward with ...",2026-01-22 03:27:57.609991
/watch?v=XdAf87Z7crE&pp=ygUHYWkgYmlhcw%3D%3D,/@hometeamhistory806,HomeTeam History,Racial Bias In AI? How Do We Respond?,9.4K,2 years,Patreon: https://www.patreon.com/HomeTeamHistory.,2026-01-22 03:27:57.612059
/watch?v=SxtSkKxxO3Q&pp=ygUHYWkgYmlhcw%3D%3D,/@HarvardHBS,Harvard Business School,"AI & Inequality | Harvard psychologist Mahzarin Banaji on AI, implicit bias, and social ethics",6.3K,1 year,"Harvard Business School's Institute for Business in Global Society (BiGS), in collaboration with the Race, Gender, and Equity ...",2026-01-22 03:27:57.613816
/shorts/htcPiuxMXCM,/@IBMTechnology,IBM Technology,What is Algorithmic Bias in AI?,5.2K,11 months,Learn more about Algorithmic Bias here → https://www.ibm.com/think/topics/algorithmic-bias Your AI decisions might be unfair ...,2026-01-22 03:27:57.615116
/shorts/9DmLErNJGOQ,/@AlexGoldovsky,Alex Goldovsky,The Risks of AI: Privacy and Bias Concerns,2.7K,1 year,The Risks of AI: Privacy and Bias Concerns.,2026-01-22 03:27:57.618560
/watch?v=_a9gr_yZJYY&pp=ygUHYWkgYmlhcw%3D%3D,/@aiEDU-org,aiEDU,Explained: AI Bias and Hallucinations,820,1 year,AI is incredibly powerful — like a superhero — but it has flaws. Learn how to identify AI's biases and hallucinations to become a ...,2026-01-22 03:27:57.619674
/shorts/02LXJdj81wE,/@TimcastIRL,Timcast IRL,Human Bias In AI Is Unavoidable,5.1K,1 year,SUPPORT THE SHOW BUY CAST BREW COFFEE NOW - https://castbrew.com/ Sign Up For Exclusive Episodes At ...,2026-01-22 03:27:57.620899
/shorts/kIyEyXfMWlA,/@mitchavedon,Mitch Avedon,AI Guitar Tones? - Positive Grid Bias X,20K,3 months,https://www.positivegrid.com/pages/bias-x.,2026-01-22 03:27:57.622299
/watch?v=oMQC4NUJao0&pp=ygUHYWkgYmlhcw%3D%3D,/@fortune,Fortune Magazine,How To Eliminate Racial Bias In Artificial Intelligence | Everyday A.I.,4.4K,3 years,facialrecognition #ai #technology Solving the problem starts with employing diverse teams to create and operate the technology.,2026-01-22 03:27:57.625735
/shorts/k_R9JPQyUpw,/@futurewithfawzi,Future with Fawzi,Bias in AI simply explained #ai #artificialintelligence #aiexplained,2.6K,8 months,This is how ai becomes biased training an ai system is like raising a child the parents play a big role in deciding the values they ...,2026-01-22 03:27:57.627043
/watch?v=Ryb8VXXvx6A&pp=ygUHYWkgYmlhcw%3D%3D,/@Pax8,Pax8,The AI Bias No One Is Talking About | Pax8,31,12 hours,"Hosted by Sophie Dowsett-Smith and Limara Thorne, Athena Rebels dives into the hidden gender gap in AI adoption. Women are ...",2026-01-22 03:27:57.628602
/shorts/V8wZN-efJNM,/@ProfessorCaseyFiesler,Casey Fiesler,How can AI be biased? One explanation is training data… (AI ethics class w/ Professor Casey!),4.3K,2 years,How training data can create bias in machine learning. (Explaining it like you're five!) This video is part of my AI ethics class ...,2026-01-22 03:27:57.629944
/watch?v=ZMsSc_utZ40&pp=ygUHYWkgYmlhcw%3D%3D,/@CNBC,CNBC,How AI Could Reinforce Biases In The Criminal Justice System,56K,6 years,"Increasingly, algorithms and machine learning are being implemented at various touch points throughout the criminal justice ...",2026-01-22 03:27:57.631442
/shorts/uzZtuL4BDDs,/@Nishant_Science101,Nishant Mathur,The Hidden Bias in AI: What You Need to Know,3.4K,10 months,Have you ever wondered why AI sometimes gets it wrong? Prime Minister Modi recently highlighted a fascinating example of AI ...,2026-01-22 03:27:57.632832
/watch?v=0q7w3Lr9PSA&pp=ygUHYWkgYmlhcw%3D%3D,/@ADifferentBias,A Different Bias,Is the AI Bubble About to Pop?,31K,3 months,Join this channel to get access to perks: https://www.youtube.com/channel/UCj1_pZ7vmxnhy5clIcMVJtg/join ...,2026-01-22 03:27:57.636074
/watch?v=BtgcuhQ0cks&pp=ygUHYWkgYmlhcw%3D%3D,/@RajRamesh,Dr. Raj Ramesh,Bias in AI is a Problem,19K,8 years,"We think that machines can be objective because they don't worry about human emotion. Even though that's the case, AI (artificial ...",2026-01-22 03:27:57.638626
/shorts/6XRAyowmp2Y,/@CarlaRaziel,Above Intelligent | HeartChat,AI is Learning Medical Bias—And It's Dangerous,17K,6 months,"AI is powerful, but it inherits human flaws—especially the biases deeply embedded in medical science. Did you know most ...",2026-01-22 03:28:05.854040
/shorts/e3qnEJv6zsA,/@MiniRoganHighlights,MiniRoganHighlights,How biased is AI?,4.3K,2 years,jre #joerogan #ai #chatgpt #politics #republican #democrats.,2026-01-22 03:28:05.855317
/shorts/80wnUs3LMX4,/@SimplyCyber,"Simply Cyber - Gerald Auger, PhD",The Hidden Biases in AI Development Exposed,455,1 year,Explore the critical issues of diversity and equity in AI creation. This video delves into the biases prevalent among those building ...,2026-01-22 03:28:05.856578
/watch?v=cdWU2B4RDPY&pp=ygUHYWkgYmlhcw%3D%3D,/@TEDx,TEDx Talks,Does AI make biased decisions in healthcare? | Katy Szczepura | TEDxUniversityofSalford,871,8 months,"In her TEDx talk From Pixels to Patients, Katy delves into the critical issue of how the quality and representation of data used to ...",2026-01-22 03:28:05.858856
/watch?v=DA7ldX6OIG4&pp=ygUHYWkgYmlhcw%3D%3D,/@biodatascilab,The Foundations of Biomedical Data Science,"Responsible AI Governance: Ethical Considerations, Bias Mitigation, and Explainability in AI Systems",1.9K,Streamed 1 year,"This presentation explores the critical aspects of Responsible AI Governance, focusing on ethical considerations, bias mitigation ...",2026-01-22 03:28:05.862148
/shorts/IlGWIyzbZvE,/@CarlaRaziel,Above Intelligent | HeartChat,I Changed AI Bias With Ancient Wisdom | Deepak Chopra #spiritualawakening #ai #chatgpt #shorts,269K,8 months,What happens when you argue with AI about the nature of reality? Deepak Chopra tested multiple chatbots with questions on ...,2026-01-22 03:28:05.863399
/shorts/ivFMF8UnK4c,/@iealondon,Institute of Economic Affairs,AI and racial biases,1.2K,1 year,Explore the complexities of racial biases in AI algorithms on the new IEA Podcast #AI #racialbias.,2026-01-22 03:28:05.864696
/shorts/IOnlVjU1B-E,/@GEN,GEN,Is ChatGPT Politically Biased?,9.3K,2 years,Join the GEN Discord Server: https://discord.gg/FE98cyGQDS Check out the second channel GEN+ here: ...,2026-01-22 03:28:05.865919
/watch?v=Hpi6hSV4hpM&pp=ygUHYWkgYmlhcw%3D%3D,/@Destinlearning,Destin Learning,Bias and Fairness in AI Systems,1.9K,1 year,"Title: Bias and Fairness in AI Systems: Understanding and Mitigating Ethical Concerns Description: In this video, we dive deep ...",2026-01-22 03:28:05.870108
/watch?v=IzvgEs1wPFQ&t=50s&pp=ygUHYWkgYmlhcw%3D%3D,/@TheEconomist,The Economist,How to make computers less biased,61K,3 years,"You might think technology is the great leveller. But as AI and other data-driven innovations race farther and faster ahead, the ...",2026-01-22 03:28:05.872011
/shorts/i3FdAlBYJFg,/@GMU-TV,George Mason University Television,The Shocking Truth about AI's Biases,3.2K,2 years,"Are large language models, like #ChatGPT, mirroring human biases in semantics? #aibias #ai #academia #computerscience ...",2026-01-22 03:28:05.874693
/watch?v=N9RSkmhWS1o&pp=ygUHYWkgYmlhcw%3D%3D,/@MCPS-MD,MCPS-MD,AI Bias,505,3 months,"This video explores AI bias, detailing how issues in an AI's training data, algorithms, or design cause unfair outcomes. It highlights ...",2026-01-22 03:28:05.876268
/watch?v=vKA4w2O61Xo&pp=ygUHYWkgYmlhc9IHCQmHCgGHKiGM7w%3D%3D,/@veritasium,Veritasium,The Most Common Cognitive Bias,16M,11 years,Can you figure out the rule? Did you see the exponents pattern? http://youtu.be/AVB8vRC6HIY Why do you make people look ...,2026-01-22 03:28:05.877484
/watch?v=wJ4iZSW2hMw&pp=ygUHYWkgYmlhcw%3D%3D,/@ADifferentBias,A Different Bias,World Cup Boycott Would Be Huge Power Lesson for Trump,47K,14 hours,"There are various ideas for how Europe can defy Trump over Greenland, but one of the safest, economically, would be a boycott ...",2026-01-22 03:28:05.880794
/watch?v=Ac96OrhD9KU&pp=ygUHYWkgYmlhcw%3D%3D,/@EmancipationMedia,Emancipation Media,"AI, Racial Bias In Black Education",3K,1 year,Dr. Musa Abdullah reports on AI being used to continue racial bias against Black Americans.,2026-01-22 03:28:05.882067
/watch?v=bAWUx4XrQt0&pp=ygUHYWkgYmlhcw%3D%3D,/@actiumhealth,ActiumHealth,Responsible AI: Fighting Bias in Healthcare,1K,3 years,"AI enables millions of decisions at scale, but these approaches often perpetuate bias and inequity. Responsible AI are the efforts ...",2026-01-22 03:28:05.883866
/watch?v=b4UyT85H3Hg&pp=ygUHYWkgYmlhcw%3D%3D,/@BBCClick,BBC Click,Is AI Biased?,10K,4 years,We explore how biases built into everyday technologies impact people's lives and how the tech industry is trying to address it.,2026-01-22 03:28:05.885462
